hierarchyId	pCFID	name	fileName	verb	object	process
10.3.3.4	19256	Identify unplanned maintenance requirements	19256-IdentifyUnplannedMaintenanceRequirements.mdx	Identify	Unplanned Maintenance Requirements	Perform asset maintenance
10.3.3.5	19257	Perform unplanned maintenance and repairs	19257-PerformUnplannedMaintenanceAndRepairs.mdx	Perform	Unplanned Maintenance And Repairs	Perform asset maintenance
11.1.1.1	16440	Determine risk tolerance for organization	16440-DetermineRiskToleranceForOrganization.mdx	Determine	Risk Tolerance For Organization	Establish the enterprise risk framework and policies
11.1.1.2	16441	Develop and maintain enterprise risk policies and procedures	16441-DevelopAndMaintainEnterpriseRiskPoliciesAndProcedures.mdx	Develop	And Maintain Enterprise Risk Policies And Procedures	Establish the enterprise risk framework and policies
11.1.1.3	16442	Identify and implement enterprise risk management tools	16442-IdentifyAndImplementEnterpriseRiskManagementTools.mdx	Identify	And Implement Enterprise Risk Management Tools	Establish the enterprise risk framework and policies
11.1.1.4	16443	Coordinate the sharing of risk knowledge across the organization	16443-CoordinateTheSharingOfRiskKnowledgeAcrossTheOrganization.mdx	Coordinate	Sharing Of Risk Knowledge Across Organization	Establish the enterprise risk framework and policies
11.1.1.5	16444	Prepare and report enterprise risk to executive management and board	16444-PrepareAndReportEnterpriseRiskToExecutiveManagementAndBoard.mdx	Prepare	And Report Enterprise Risk To Executive Management And Board	Establish the enterprise risk framework and policies
11.1.2.1	16446	Identify enterprise level risks	16446-IdentifyEnterpriseLevelRisks.mdx	Identify	Enterprise Level Risks	Oversee and coordinate enterprise risk management activities
11.1.2.2	16447	Assess risks to determine which to mitigate	16447-AssessRisksToDetermineWhichToMitigate.mdx	Assess	Risks To Determine Which To Mitigate	Oversee and coordinate enterprise risk management activities
11.1.2.3	16448	Develop risk mitigation and management strategy and integrate with existing performance management processes	16448-DevelopRiskMitigationAndManagementStrategyAndIntegrateWithExistingPerformanceManagementProcesses.mdx	Develop	Risk Mitigation And Management Strategy And Integrate With Existing Performance Management Processes	Oversee and coordinate enterprise risk management activities
11.1.2.4	16449	Verify business unit and functional risk mitigation plans are implemented	16449-VerifyBusinessUnitAndFunctionalRiskMitigationPlansAreImplemented.mdx	Verify	Business Unit And Functional Risk Mitigation Plans Are Implemented	Oversee and coordinate enterprise risk management activities
11.1.2.5	16450	Ensure risks and risk mitigation actions are monitored	16450-EnsureRisksAndRiskMitigationActionsAreMonitored.mdx	Ensure	Risks And Risk Mitigation Actions Are Monitored	Oversee and coordinate enterprise risk management activities
11.1.2.6	16451	Report on enterprise risk activities	16451-ReportOnEnterpriseRiskActivities.mdx	Report	On Enterprise Risk Activities	Oversee and coordinate enterprise risk management activities
11.1.3.1	16453	Ensure that each business unit/function follows the enterprise risk management process	16453-EnsureThatEachBusinessUnitFunctionFollowsTheEnterpriseRiskManagementProcess.mdx	Ensure	That Each Business Unit/function Follows Enterprise Risk Management Process	Coordinate business unit and functional risk management activities
11.1.3.2	16454	Ensure that each business unit/function follows the enterprise risk reporting process	16454-EnsureThatEachBusinessUnitFunctionFollowsTheEnterpriseRiskReportingProcess.mdx	Ensure	That Each Business Unit/function Follows Enterprise Risk Reporting Process	Coordinate business unit and functional risk management activities
11.1.4.1	16456	Identify risks	16456-IdentifyRisks.mdx	Identify	Risks	Manage business unit and function risk
11.1.4.2	16457	Assess risks using enterprise risk framework policies and procedures	16457-AssessRisksUsingEnterpriseRiskFrameworkPoliciesAndProcedures.mdx	Assess	Risks Using Enterprise Risk Framework Policies And Procedures	Manage business unit and function risk
11.1.4.3	16458	Develop mitigation plans for risks	16458-DevelopMitigationPlansForRisks.mdx	Develop	Mitigation Plans For Risks	Manage business unit and function risk
11.1.4.4	16459	Implement mitigation plans for risks	16459-ImplementMitigationPlansForRisks.mdx	Implement	Mitigation Plans For Risks	Manage business unit and function risk
11.1.4.5	16460	Monitor risks	16460-MonitorRisks.mdx	Monitor	Risks	Manage business unit and function risk
11.1.4.6	16461	Analyze risk activities and update plans	16461-AnalyzeRiskActivitiesAndUpdatePlans.mdx	Analyze	Risk Activities And Update Plans	Manage business unit and function risk
11.1.4.7	16462	Report on risk activities	16462-ReportOnRiskActivities.mdx	Report	On Risk Activities	Manage business unit and function risk
11.2.1.1	17469	Develop enterprise compliance policies and procedures	17469-DevelopEnterpriseCompliancePoliciesAndProcedures.mdx	Develop	Enterprise Compliance Policies And Procedures	Establish compliance framework and policies
11.2.1.2	17470	Implement enterprise compliance activities	17470-ImplementEnterpriseComplianceActivities.mdx	Implement	Enterprise Compliance Activities	Establish compliance framework and policies
11.2.1.3	14133	Manage internal audits	14133-ManageInternalAudits.mdx	Manage	Internal Audits	Establish compliance framework and policies
11.2.1.4	14137	Maintain controls-related technologies and tools	14137-MaintainControlsRelatedTechnologiesAndTools.mdx	Maintain	Controls-related Technologies And Tools	Establish compliance framework and policies
11.2.2.1	16464	Develop regulatory compliance procedures	16464-DevelopRegulatoryComplianceProcedures.mdx	Develop	Regulatory Compliance Procedures	Manage regulatory compliance
11.2.2.2	16465	Identify applicable regulatory requirements	16465-IdentifyApplicableRegulatoryRequirements.mdx	Identify	Applicable Regulatory Requirements	Manage regulatory compliance
11.2.2.3	16466	Monitor the regulatory environment for changing or emerging regulations	16466-MonitorTheRegulatoryEnvironmentForChangingOrEmergingRegulations.mdx	Monitor	Regulatory Environment For Changing Or Emerging Regulations	Manage regulatory compliance
11.2.2.4	16467	Assess current compliance position and identify weaknesses or shortfalls therein	16467-AssessCurrentCompliancePositionAndIdentifyWeaknessesOrShortfallsTherein.mdx	Assess	Current Compliance Position And Identify Weaknesses Or Shortfalls Therein	Manage regulatory compliance
11.2.2.5	16468	Implement missing or stronger regulatory compliance controls and policies	16468-ImplementMissingOrStrongerRegulatoryComplianceControlsAndPolicies.mdx	Implement	Missing Or Stronger Regulatory Compliance Controls And Policies	Manage regulatory compliance
11.2.2.6	16469	Monitor and test regulatory compliance position and existing controls	16469-MonitorAndTestRegulatoryCompliancePositionAndExistingControls.mdx	Monitor	And Test Regulatory Compliance Position And Existing Controls	Manage regulatory compliance
11.2.2.7	19595	Compile and communicate compliance scorecard(s)	19595-CompileAndCommunicateComplianceScorecardS.mdx	Compile	And Communicate Compliance Scorecard(s)	Manage regulatory compliance
11.2.2.8	19596	Compile and communicate internal and regulatory compliance reports	19596-CompileAndCommunicateInternalAndRegulatoryComplianceReports.mdx	Compile	And Communicate Internal And Regulatory Compliance Reports	Manage regulatory compliance
11.2.2.9	16470	Maintain relationships with regulators as appropriate	16470-MaintainRelationshipsWithRegulatorsAsAppropriate.mdx	Maintain	Relationships With Regulators As Appropriate	Manage regulatory compliance
12.1.4.1	11650	Develop and manage analyst/financial community relations	11650-DevelopAndManageAnalystFinancialCommunityRelations.mdx	Develop	And Manage Analyst/financial Community Relations	Plan, build, and manage stakeholder relations
12.1.4.2	11651	Develop and manage shareholder/investor relations	11651-DevelopAndManageShareholderInvestorRelations.mdx	Develop	And Manage Shareholder/investor Relations	Plan, build, and manage stakeholder relations
12.2.1.1	12869	Assess relationships	12869-AssessRelationships.mdx	Assess	Relationships	Manage government relations
12.2.1.2	12870	Appoint responsible executives	12870-AppointResponsibleExecutives.mdx	Appoint	Responsible Executives	Manage government relations
12.2.1.3	12871	Monitor relationships	12871-MonitorRelationships.mdx	Monitor	Relationships	Manage government relations
12.2.1.4	12872	Receive input from internal advisors	12872-ReceiveInputFromInternalAdvisors.mdx	Receive	Input From Internal Advisors	Manage government relations
12.2.1.5	12873	Receive input from external advisors	12873-ReceiveInputFromExternalAdvisors.mdx	Receive	Input From External Advisors	Manage government relations
12.2.1.6	12874	Liaise with authorities	12874-LiaiseWithAuthorities.mdx	Liaise	With Authorities	Manage government relations
12.2.2.1	12875	Establish relationships with agencies	12875-EstablishRelationshipsWithAgencies.mdx	Establish	Relationships With Agencies	Manage relations with quasi-government bodies
12.2.2.2	12876	Respond to audit inquiries	12876-RespondToAuditInquiries.mdx	Respond	To Audit Inquiries	Manage relations with quasi-government bodies
12.2.2.3	12877	Maintain documentation of contacts	12877-MaintainDocumentationOfContacts.mdx	Maintain	Documentation Of Contacts	Manage relations with quasi-government bodies
12.2.2.4	12878	Plan and manage meetings	12878-PlanAndManageMeetings.mdx	Plan	And Manage Meetings	Manage relations with quasi-government bodies
12.2.3.1	12879	Evaluate the requirements for strategic relationships	12879-EvaluateTheRequirementsForStrategicRelationships.mdx	Evaluate	Requirements For Strategic Relationships	Manage relations with trade or industry groups
12.2.3.2	12880	Monitor the success of the partnerships	12880-MonitorTheSuccessOfThePartnerships.mdx	Monitor	Success Of Partnerships	Manage relations with trade or industry groups
12.2.3.3	12881	Extend or change the relationships	12881-ExtendOrChangeTheRelationships.mdx	Extend	Or Change Relationships	Manage relations with trade or industry groups
12.4.2.1	11655	Incorporate ethics training into HR	11655-IncorporateEthicsTrainingIntoHr.mdx	Incorporate	Ethics Training Into HR	Create ethics policies
12.4.2.2	11656	Refine/Update ethics polices/procedures	11656-RefineUpdateEthicsPolicesProcedures.mdx	Refine/Update	Ethics Polices/procedures	Create ethics policies
12.4.5.1	11053	Plan and initiate compliance program	11053-PlanAndInitiateComplianceProgram.mdx	Plan	And Initiate Compliance Program	Ensure compliance
12.4.5.2	11054	Execute compliance program	11054-ExecuteComplianceProgram.mdx	Execute	Compliance Program	Ensure compliance
12.4.6.1	11658	Develop and follow legal policies and procedures	11658-DevelopAndFollowLegalPoliciesAndProcedures.mdx	Develop	And Follow Legal Policies And Procedures	Develop legal policies and procedures
12.4.6.2	11659	Ensure compliance with legal policies and procedures	11659-EnsureComplianceWithLegalPoliciesAndProcedures.mdx	Ensure	Compliance With Legal Policies And Procedures	Develop legal policies and procedures
12.4.7.1	11056	Assess problem and determine work requirements	11056-AssessProblemAndDetermineWorkRequirements.mdx	Assess	Problem And Determine Work Requirements	Manage outside counsel
12.4.7.2	11057	Engage/Retain outside counsel if necessary	11057-EngageRetainOutsideCounselIfNecessary.mdx	Engage/Retain	Outside Counsel If Necessary	Manage outside counsel
12.4.7.3	11058	Receive strategy/budget	11058-ReceiveStrategyBudget.mdx	Receive	Strategy/budget	Manage outside counsel
12.4.7.4	11059	Receive work product and manage/monitor case and work performed	11059-ReceiveWorkProductAndManageMonitorCaseAndWorkPerformed.mdx	Receive	Work Product And Manage/monitor Case And Work Performed	Manage outside counsel
12.4.7.5	11060	Process payment for legal services	11060-ProcessPaymentForLegalServices.mdx	Process	Payment For Legal Services	Manage outside counsel
12.4.7.6	11061	Track legal activity/performance	11061-TrackLegalActivityPerformance.mdx	Track	Legal Activity/performance	Manage outside counsel
12.4.8.1	11660	Search/File for intellectual property protection	11660-SearchFileForIntellectualPropertyProtection.mdx	Search/File	For Intellectual Property Protection	Protect intellectual property
12.4.8.2	11062	Manage copyrights, patents, and trademarks	11062-ManageCopyrightsPatentsAndTrademarks.mdx	Manage	Copyrights, Patents, And Trademarks	Protect intellectual property
12.4.8.3	11063	Maintain intellectual property rights and restrictions	11063-MaintainIntellectualPropertyRightsAndRestrictions.mdx	Maintain	Intellectual Property Rights And Restrictions	Protect intellectual property
12.4.8.4	11064	Administer licensing terms	11064-AdministerLicensingTerms.mdx	Administer	Licensing Terms	Protect intellectual property
12.4.8.5	11065	Administer options	11065-AdministerOptions.mdx	Administer	Options	Protect intellectual property
13.1.1.1	16380	Define and manage governance approach	16380-DefineAndManageGovernanceApproach.mdx	Define	And Manage Governance Approach	Establish and maintain process management governance
13.1.1.2	16381	Establish and maintain process tools and templates	16381-EstablishAndMaintainProcessToolsAndTemplates.mdx	Establish	And Maintain Process Tools And Templates	Establish and maintain process management governance
13.1.1.3	16382	Assign and support process ownership	16382-AssignAndSupportProcessOwnership.mdx	Assign	And Support Process Ownership	Establish and maintain process management governance
13.1.1.4	16383	Perform process governance activities	16383-PerformProcessGovernanceActivities.mdx	Perform	Process Governance Activities	Establish and maintain process management governance
13.1.2.1	16385	Establish and maintain process framework	16385-EstablishAndMaintainProcessFramework.mdx	Establish	And Maintain Process Framework	Define and manage process frameworks
13.1.2.2	16386	Identify cross-functional processes	16386-IdentifyCrossFunctionalProcesses.mdx	Identify	Cross-functional Processes	Define and manage process frameworks
